# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 18 12:14:25 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_pubdate:   Discovery Publication Date
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,discoverymethod,disc_year,disc_pubdate,disc_facility,st_mass,glat,glon,sy_dist
CoRoT-30 b,Transit,2020,2020-03,CoRoT,0.98,7.77355,36.66096,1032.2300000
CoRoT-31 b,Transit,2020,2020-03,CoRoT,1.25,-9.16321,213.22491,2005.7600000
CoRoT-4 b,Transit,2008,2008-09,CoRoT,1.19,-0.89847,213.22759,726.4120000
CoRoT-4 b,Transit,2008,2008-09,CoRoT,1.16,-0.89847,213.22759,726.4120000
CoRoT-4 b,Transit,2008,2008-09,CoRoT,1.16,-0.89847,213.22759,726.4120000
CoRoT-5 b,Transit,2009,2009-10,CoRoT,1.00,-1.03620,211.48472,882.4720000
CoRoT-5 b,Transit,2009,2009-10,CoRoT,1.00,-1.03620,211.48472,882.4720000
CoRoT-5 b,Transit,2009,2009-10,CoRoT,0.99,-1.03620,211.48472,882.4720000
CoRoT-5 b,Transit,2009,2009-10,CoRoT,1.02,-1.03620,211.48472,882.4720000
CoRoT-6 b,Transit,2009,2010-03,CoRoT,1.05,4.61580,38.06304,645.2940000
CoRoT-6 b,Transit,2009,2010-03,CoRoT,1.05,4.61580,38.06304,645.2940000
CoRoT-6 b,Transit,2009,2010-03,CoRoT,1.05,4.61580,38.06304,645.2940000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.90,-2.17853,213.01042,159.9060000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.88,-2.17853,213.01042,159.9060000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.82,-2.17853,213.01042,159.9060000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.90,-2.17853,213.01042,159.9060000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.88,-2.17853,213.01042,159.9060000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.91,-2.17853,213.01042,159.9060000
CoRoT-7 b,Transit,2009,2009-10,CoRoT,0.93,-2.17853,213.01042,159.9060000
CoRoT-7 c,Radial Velocity,2009,2009-10,CoRoT,0.90,-2.17853,213.01042,159.9060000
CoRoT-7 c,Radial Velocity,2009,2009-10,CoRoT,0.90,-2.17853,213.01042,159.9060000
CoRoT-8 b,Transit,2010,2010-09,CoRoT,0.88,-7.10426,38.21286,322.0370000
CoRoT-8 b,Transit,2010,2010-09,CoRoT,0.88,-7.10426,38.21286,322.0370000
CoRoT-8 b,Transit,2010,2010-09,CoRoT,0.89,-7.10426,38.21286,322.0370000
CoRoT-8 b,Transit,2010,2010-09,CoRoT,0.88,-7.10426,38.21286,322.0370000
CoRoT-9 b,Transit,2009,2010-03,CoRoT,0.99,4.66217,37.52335,412.9800000
CoRoT-9 b,Transit,2009,2010-03,CoRoT,0.96,4.66217,37.52335,412.9800000
CoRoT-9 b,Transit,2009,2010-03,CoRoT,0.96,4.66217,37.52335,412.9800000
CoRoT-9 b,Transit,2009,2010-03,CoRoT,0.96,4.66217,37.52335,412.9800000
CoRoTID 223977153 b,Transit,2017,2018-01,CoRoT,1.08,1.86373,203.48237,576.6830000
DE CVn b,Eclipse Timing Variations,2018,2018-11,Multiple Facilities,0.51,70.27803,104.28761,30.5225000
DENIS-P J082303.1-491201 b,Astrometry,2013,2013-08,Paranal Observatory,0.07,-6.82669,265.61638,
DH Tau b,Imaging,2004,2005-02,Subaru Telescope,0.33,-14.93888,171.89958,134.8460000
DH Tau b,Imaging,2004,2005-02,Subaru Telescope,0.68,-14.93888,171.89958,134.8460000
DMPP-1 b,Radial Velocity,2019,2019-12,La Silla Observatory,1.21,-19.05301,215.35863,62.5388000
DMPP-1 c,Radial Velocity,2019,2019-12,La Silla Observatory,1.21,-19.05301,215.35863,62.5388000
DMPP-1 d,Radial Velocity,2019,2019-12,La Silla Observatory,1.21,-19.05301,215.35863,62.5388000
DMPP-1 e,Radial Velocity,2019,2019-12,La Silla Observatory,1.21,-19.05301,215.35863,62.5388000
DMPP-2 b,Radial Velocity,2019,2019-12,Multiple Facilities,1.44,-75.53420,246.92255,137.9400000
DMPP-3 A b,Radial Velocity,2019,2019-12,La Silla Observatory,,-29.14463,283.20965,45.2300000
DMPP-3 A b,Radial Velocity,2019,2019-12,La Silla Observatory,0.87,-29.14463,283.20965,45.2300000
DP Leo b,Eclipse Timing Variations,2009,2010-01,Yunnan Astronomical Observatory,,66.45634,230.89636,305.6840000
DP Leo b,Eclipse Timing Variations,2009,2010-01,Yunnan Astronomical Observatory,0.69,66.45634,230.89636,305.6840000
DS Tuc A b,Transit,2019,2019-07,Transiting Exoplanet Survey Satellite (TESS),0.96,-46.63356,312.10146,44.0622000
DS Tuc A b,Transit,2019,2019-07,Transiting Exoplanet Survey Satellite (TESS),1.01,-46.63356,312.10146,44.0622000
DS Tuc A b,Transit,2019,2019-07,Transiting Exoplanet Survey Satellite (TESS),,-46.63356,312.10146,44.0622000
EPIC 201170410.02,Transit,2020,2020-08,K2,0.29,51.24569,264.99528,
EPIC 201238110 b,Transit,2019,2019-07,K2,0.41,56.94662,278.31843,159.2590000
EPIC 201238110 b,Transit,2019,2019-07,K2,,56.94662,278.31843,159.2590000
EPIC 201497682 b,Transit,2019,2019-07,K2,0.78,54.82399,258.19387,253.0260000
EPIC 201615463 c,Transit,2019,2019-07,K2,1.07,64.09010,285.15815,476.8820000
EPIC 201754305 d,Transit,2019,2019-07,K2,0.67,61.77713,262.91176,334.9670000
EPIC 201757695.02,Transit,2020,2020-08,K2,0.73,61.14782,260.88050,
EPIC 201833600 c,Transit,2019,2019-07,K2,0.61,59.32248,252.27127,257.4430000
EPIC 201833600 c,Transit,2019,2019-07,K2,,59.32248,252.27127,257.4430000
EPIC 201841433 b,Transit,2019,2019-07,K2,0.80,63.11979,261.10589,436.4880000
EPIC 201841433 b,Transit,2019,2019-07,K2,0.80,63.11979,261.10589,436.4880000
EPIC 201841433 b,Transit,2019,2019-07,K2,,63.11979,261.10589,436.4880000
EPIC 205950854 c,Transit,2019,2019-07,K2,0.91,-51.71337,40.91076,243.9350000
EPIC 205950854 c,Transit,2019,2019-07,K2,0.88,-51.71337,40.91076,243.9350000
EPIC 205950854 c,Transit,2019,2019-07,K2,,-51.71337,40.91076,243.9350000
EPIC 206024342 b,Transit,2019,2019-07,K2,,-49.18710,42.94366,369.8880000
EPIC 206024342 b,Transit,2019,2019-07,K2,0.93,-49.18710,42.94366,369.8880000
EPIC 206032309 b,Transit,2019,2019-07,K2,0.22,-57.69594,50.70238,161.3650000
EPIC 206042996 b,Transit,2019,2019-07,K2,0.56,-54.37586,48.06541,451.7690000
EPIC 206042996 b,Transit,2019,2019-07,K2,,-54.37586,48.06541,451.7690000
EPIC 206215704 b,Transit,2019,2019-07,K2,0.41,-50.28505,51.97463,109.8880000
EPIC 206215704 b,Transit,2019,2019-07,K2,,-50.28505,51.97463,109.8880000
EPIC 206317286 b,Transit,2019,2019-07,K2,,-51.54478,56.17023,314.3500000
EPIC 206317286 b,Transit,2019,2019-07,K2,0.71,-51.54478,56.17023,314.3500000
EPIC 211822797 b,Transit,2016,2017-02,K2,0.59,32.03739,208.28299,186.1970000
EPIC 211822797 b,Transit,2016,2017-02,K2,,32.03739,208.28299,186.1970000
EPIC 211822797 b,Transit,2016,2017-02,K2,,32.03739,208.28299,186.1970000
EPIC 211822797 b,Transit,2016,2017-02,K2,0.59,32.03739,208.28299,186.1970000
EPIC 211822797 b,Transit,2016,2017-02,K2,0.66,32.03739,208.28299,186.1970000
EPIC 211822797 b,Transit,2016,2017-02,K2,0.59,32.03739,208.28299,186.1970000
EPIC 211822797 b,Transit,2016,2017-02,K2,0.61,32.03739,208.28299,186.1970000
EPIC 211945201 b,Transit,2018,2018-07,K2,,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,1.16,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,1.16,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,1.17,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,1.18,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,,38.12775,208.78206,181.6900000
EPIC 211945201 b,Transit,2018,2018-07,K2,,38.12775,208.78206,181.6900000
EPIC 212297394 b,Transit,2019,2019-07,K2,,43.14733,321.81920,418.3950000
EPIC 212297394 b,Transit,2019,2019-07,K2,0.83,43.14733,321.81920,418.3950000
EPIC 212424622 b,Transit,2019,2019-07,K2,1.11,47.50561,316.58254,611.8040000
EPIC 212424622 b,Transit,2019,2019-07,K2,,47.50561,316.58254,611.8040000
EPIC 212499991 b,Transit,2019,2019-07,K2,0.91,49.05579,317.34866,283.2900000
EPIC 212587672 b,Transit,2019,2019-07,K2,0.95,50.09504,322.41694,320.0700000
EPIC 212587672 b,Transit,2019,2019-07,K2,,50.09504,322.41694,320.0700000
EPIC 212737443 b,Transit,2019,2019-09,K2,0.72,53.83847,322.27085,336.2500000
EPIC 212737443 b,Transit,2019,2019-09,K2,0.72,53.83847,322.27085,336.2500000
EPIC 212737443 b,Transit,2019,2019-09,K2,0.69,53.83847,322.27085,336.2500000
EPIC 212737443 c,Transit,2019,2019-09,K2,0.69,53.83847,322.27085,336.2500000
EPIC 220554210 c,Transit,2019,2019-07,K2,0.94,-54.87207,123.91754,496.2890000
EPIC 220554210 c,Transit,2019,2019-07,K2,,-54.87207,123.91754,496.2890000
EPIC 220674823 b,Transit,2016,2017-02,K2,,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,0.97,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,0.93,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,0.94,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,0.97,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,0.92,-52.07644,123.28442,244.5900000
EPIC 220674823 b,Transit,2016,2017-02,K2,0.90,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,0.97,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,0.92,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,0.97,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,0.93,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,0.94,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,,-52.07644,123.28442,244.5900000
EPIC 220674823 c,Transit,2016,2017-02,K2,,-52.07644,123.28442,244.5900000
EPIC 246851721 b,Transit,2018,2018-12,K2,1.32,-12.64088,186.97531,372.6320000
EPIC 248847494 b,Transit,2018,2018-07,K2,0.90,55.10278,232.28858,551.8860000
EPIC 249893012 b,Transit,2020,2020-04,K2,1.05,34.30816,345.11043,321.2960000
EPIC 249893012 c,Transit,2020,2020-04,K2,1.05,34.30816,345.11043,321.2960000
EPIC 249893012 d,Transit,2020,2020-04,K2,1.05,34.30816,345.11043,321.2960000
FU Tau b,Imaging,2008,2009-02,Spitzer Space Telescope,0.05,-16.96130,172.11406,
G 264-012 b,Radial Velocity,2021,2021-06,Calar Alto Observatory,0.30,10.16235,106.14833,16.0090000
G 264-012 c,Radial Velocity,2021,2021-06,Calar Alto Observatory,0.30,10.16235,106.14833,16.0090000
G 9-40 b,Transit,2019,2020-03,K2,0.29,37.03563,206.06509,27.9276000
G 9-40 b,Transit,2019,2020-03,K2,,37.03563,206.06509,27.9276000
GJ 1061 b,Radial Velocity,2020,2020-03,La Silla Observatory,0.12,-52.90138,251.87109,3.6727800
GJ 1061 c,Radial Velocity,2020,2020-03,La Silla Observatory,0.12,-52.90138,251.87109,3.6727800
GJ 1061 d,Radial Velocity,2020,2020-03,La Silla Observatory,0.12,-52.90138,251.87109,3.6727800
GJ 1132 b,Transit,2015,2015-11,Cerro Tololo Inter-American Observatory,0.18,7.75911,277.25461,12.6130000
GJ 1132 b,Transit,2015,2015-11,Cerro Tololo Inter-American Observatory,0.18,7.75911,277.25461,12.6130000
GJ 1132 b,Transit,2015,2015-11,Cerro Tololo Inter-American Observatory,0.18,7.75911,277.25461,12.6130000
GJ 1132 b,Transit,2015,2015-11,Cerro Tololo Inter-American Observatory,,7.75911,277.25461,12.6130000
GJ 1132 c,Radial Velocity,2018,2017-10,La Silla Observatory,0.18,7.75911,277.25461,12.6130000
GJ 1148 b,Radial Velocity,2010,2010-05,W. M. Keck Observatory,0.37,68.91636,160.61794,11.0143000
GJ 1148 b,Radial Velocity,2010,2010-05,W. M. Keck Observatory,0.34,68.91636,160.61794,11.0143000
GJ 1148 b,Radial Velocity,2010,2010-05,W. M. Keck Observatory,0.34,68.91636,160.61794,11.0143000
GJ 1148 c,Radial Velocity,2017,2018-02,Calar Alto Observatory,0.37,68.91636,160.61794,11.0143000
GJ 1148 c,Radial Velocity,2017,2018-02,Calar Alto Observatory,0.34,68.91636,160.61794,11.0143000
GJ 1151 b,Radial Velocity,2021,2021-02,Multiple Observatories,,65.72032,147.86957,8.0362500
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.18,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.18,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.18,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.16,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.15,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.15,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.18,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.16,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.16,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,0.16,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,,23.60704,26.16217,14.6427000
GJ 1214 b,Transit,2009,2009-12,MEarth Project,,23.60704,26.16217,14.6427000
GJ 1252 b,Transit,2020,2020-02,Transiting Exoplanet Survey Satellite (TESS),,-35.49343,341.21724,20.3730000
GJ 1252 b,Transit,2020,2020-02,Transiting Exoplanet Survey Satellite (TESS),0.38,-35.49343,341.21724,20.3730000
GJ 1265 b,Radial Velocity,2018,2018-12,Calar Alto Observatory,0.18,-52.51355,39.07968,10.2525000
GJ 143 b,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),0.76,-45.82079,279.23027,16.3200000
GJ 143 b,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),,-45.82079,279.23027,16.3200000
GJ 143 b,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),0.73,-45.82079,279.23027,16.3200000
GJ 15 A b,Radial Velocity,2014,2014-10,W. M. Keck Observatory,0.40,-18.44687,116.69017,3.5622800
GJ 15 A b,Radial Velocity,2014,2014-10,W. M. Keck Observatory,0.38,-18.44687,116.69017,3.5622800
GJ 15 A b,Radial Velocity,2014,2014-10,W. M. Keck Observatory,0.38,-18.44687,116.69017,3.5622800
GJ 15 A c,Radial Velocity,2018,2018-09,Roque de los Muchachos Observatory,0.38,-18.44687,116.69017,3.5622800
GJ 160.2 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.69,-45.26015,215.87260,25.8557000
GJ 163 b,Radial Velocity,2013,2013-08,La Silla Observatory,,-45.32001,262.77663,15.1285000
GJ 163 c,Radial Velocity,2013,2013-08,La Silla Observatory,,-45.32001,262.77663,15.1285000
GJ 163 d,Radial Velocity,2013,2013-08,La Silla Observatory,,-45.32001,262.77663,15.1285000
GJ 179 b,Radial Velocity,2009,2010-10,W. M. Keck Observatory,0.39,-22.86269,192.22740,12.3560000
GJ 179 b,Radial Velocity,2009,2010-10,W. M. Keck Observatory,0.36,-22.86269,192.22740,12.3560000
GJ 180 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.43,-33.72746,216.96953,11.9407000
GJ 180 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.43,-33.72746,216.96953,11.9407000
GJ 180 c,Radial Velocity,2014,2014-06,Multiple Observatories,0.43,-33.72746,216.96953,11.9407000
GJ 180 d,Radial Velocity,2020,2020-01,Multiple Facilities,0.43,-33.72746,216.96953,11.9407000
GJ 2056 b,Radial Velocity,2020,2020-08,Multiple Observatories,0.62,-6.85292,237.43670,28.4434000
GJ 229 A c,Radial Velocity,2020,2020-01,Multiple Facilities,0.58,-18.44091,228.61506,5.7562400
GJ 229 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.58,-18.44091,228.61506,5.7562400
GJ 229 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.58,-18.44091,228.61506,5.7562400
GJ 251 b,Radial Velocity,2020,2020-11,W. M. Keck Observatory,0.36,15.13189,182.93672,5.5805700
GJ 27.1 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.53,-72.72011,309.84569,23.6062000
GJ 273 b,Radial Velocity,2017,2017-06,La Silla Observatory,0.29,10.37353,212.34455,5.9215350
GJ 273 c,Radial Velocity,2017,2017-06,La Silla Observatory,0.29,10.37353,212.34455,5.9215350
GJ 3021 b,Radial Velocity,2000,2001-08,La Silla Observatory,0.90,-37.14415,304.86901,17.5559000
GJ 3082 b,Radial Velocity,2020,2020-01,Multiple Facilities,0.47,-62.85069,295.46265,16.6186000
GJ 3138 b,Radial Velocity,2017,2017-06,La Silla Observatory,0.68,-69.01004,185.99827,28.4712000
GJ 3138 c,Radial Velocity,2017,2017-06,La Silla Observatory,0.68,-69.01004,185.99827,28.4712000
GJ 3138 d,Radial Velocity,2017,2017-06,La Silla Observatory,0.68,-69.01004,185.99827,28.4712000
GJ 317 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,0.26,11.19034,246.79531,15.1968000
GJ 317 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,0.42,11.19034,246.79531,15.1968000
GJ 317 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,0.42,11.19034,246.79531,15.1968000
GJ 317 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,0.45,11.19034,246.79531,15.1968000
GJ 317 c,Radial Velocity,2018,2016-04,W. M. Keck Observatory,0.45,11.19034,246.79531,15.1968000
GJ 317 c,Radial Velocity,2018,2016-04,W. M. Keck Observatory,0.42,11.19034,246.79531,15.1968000
GJ 317 c,Radial Velocity,2018,2016-04,W. M. Keck Observatory,0.42,11.19034,246.79531,15.1968000
GJ 317 c,Radial Velocity,2018,2016-04,W. M. Keck Observatory,0.24,11.19034,246.79531,15.1968000
GJ 328 b,Radial Velocity,2013,2013-09,McDonald Observatory,0.69,27.99859,226.70991,20.5266000
GJ 3293 b,Radial Velocity,2015,2015-03,La Silla Observatory,0.42,-41.61299,223.54147,20.1903000
GJ 3293 b,Radial Velocity,2015,2015-03,La Silla Observatory,0.42,-41.61299,223.54147,20.1903000
GJ 3293 c,Radial Velocity,2015,2015-03,La Silla Observatory,0.42,-41.61299,223.54147,20.1903000
GJ 3293 c,Radial Velocity,2015,2015-03,La Silla Observatory,0.42,-41.61299,223.54147,20.1903000
GJ 3293 d,Radial Velocity,2017,2017-06,La Silla Observatory,0.42,-41.61299,223.54147,20.1903000
GJ 3293 e,Radial Velocity,2017,2017-06,La Silla Observatory,0.42,-41.61299,223.54147,20.1903000
GJ 3323 b,Radial Velocity,2017,2017-06,La Silla Observatory,0.16,-27.47443,206.43154,5.3748400
GJ 3323 c,Radial Velocity,2017,2017-06,La Silla Observatory,0.16,-27.47443,206.43154,5.3748400
GJ 3341 b,Radial Velocity,2015,2015-03,La Silla Observatory,0.47,-33.03266,234.21914,23.6190000
GJ 338 B b,Radial Velocity,2020,2020-05,Calar Alto Observatory,0.64,42.66615,164.94013,6.3325600
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.50,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.54,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.50,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.51,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.54,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.56,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.54,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.50,21.75667,206.23529,29.4214000
GJ 3470 b,Radial Velocity,2012,2012-10,La Silla Observatory,0.51,21.75667,206.23529,29.4214000
GJ 3473 b,Transit,2020,2020-09,Transiting Exoplanet Survey Satellite (TESS),0.36,17.28798,218.15071,27.3644000
GJ 3473 b,Transit,2020,2020-09,Transiting Exoplanet Survey Satellite (TESS),,17.28798,218.15071,27.3644000
GJ 3473 c,Radial Velocity,2020,2020-09,Multiple Observatories,0.36,17.28798,218.15071,27.3644000
GJ 3512 b,Radial Velocity,2019,2019-09,Calar Alto Observatory,0.12,36.96199,157.24389,9.4863700
GJ 357 b,Transit,2019,2019-08,Transiting Exoplanet Survey Satellite (TESS),,22.08045,253.88843,9.4418100
GJ 357 b,Transit,2019,2019-08,Transiting Exoplanet Survey Satellite (TESS),0.34,22.08045,253.88843,9.4418100
GJ 357 c,Radial Velocity,2019,2019-08,Multiple Observatories,0.34,22.08045,253.88843,9.4418100
GJ 357 d,Radial Velocity,2019,2019-08,Multiple Observatories,0.34,22.08045,253.88843,9.4418100
GJ 3634 b,Radial Velocity,2010,2011-04,La Silla Observatory,0.45,25.80850,276.22112,20.3779000
GJ 3779 b,Radial Velocity,2018,2018-12,Calar Alto Observatory,0.27,82.42850,14.08223,13.7430000
GJ 393 b,Radial Velocity,2021,2021-06,Multiple Observatories,0.43,46.88333,244.47566,7.0314900
GJ 3942 b,Radial Velocity,2017,2017-12,Roque de los Muchachos Observatory,0.63,45.46907,82.20459,16.9287000
GJ 3998 b,Radial Velocity,2016,2016-10,Roque de los Muchachos Observatory,0.50,26.15047,32.27249,18.1459000
GJ 3998 c,Radial Velocity,2016,2016-10,Roque de los Muchachos Observatory,0.50,26.15047,32.27249,18.1459000
GJ 411 b,Radial Velocity,2019,2019-05,Haute-Provence Observatory,0.39,65.43126,185.11257,5.6757730
GJ 411 b,Radial Velocity,2019,2019-05,Haute-Provence Observatory,0.39,65.43126,185.11257,5.6757730
GJ 411 b,Radial Velocity,2019,2019-05,Haute-Provence Observatory,0.39,65.43126,185.11257,5.6757730
GJ 414 A b,Radial Velocity,2021,2021-02,W. M. Keck Observatory,0.65,67.81292,198.37152,11.8893000
GJ 414 A b,Radial Velocity,2021,2021-02,W. M. Keck Observatory,0.69,67.81292,198.37152,11.8893000
GJ 414 A c,Radial Velocity,2021,2021-02,W. M. Keck Observatory,0.65,67.81292,198.37152,11.8893000
GJ 414 A c,Radial Velocity,2021,2021-02,W. M. Keck Observatory,0.69,67.81292,198.37152,11.8893000
GJ 422 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.35,2.98047,290.36745,12.6631000
GJ 422 b,Radial Velocity,2014,2014-06,Multiple Observatories,0.35,2.98047,290.36745,12.6631000
GJ 4276 b,Radial Velocity,2019,2019-02,Calar Alto Observatory,0.41,1.64262,105.28992,21.3362000
GJ 433 b,Radial Velocity,2011,2013-01,La Silla Observatory,0.48,27.65117,284.88498,9.0645600
GJ 433 b,Radial Velocity,2011,2013-01,La Silla Observatory,0.48,27.65117,284.88498,9.0645600
GJ 433 b,Radial Velocity,2011,2013-01,La Silla Observatory,0.48,27.65117,284.88498,9.0645600
GJ 433 b,Radial Velocity,2011,2013-01,La Silla Observatory,0.59,27.65117,284.88498,9.0645600
GJ 433 c,Radial Velocity,2014,2014-06,Multiple Observatories,0.48,27.65117,284.88498,9.0645600
GJ 433 c,Radial Velocity,2014,2014-06,Multiple Observatories,0.48,27.65117,284.88498,9.0645600
GJ 433 d,Radial Velocity,2020,2020-01,Multiple Facilities,0.48,27.65117,284.88498,9.0645600
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.47,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.42,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.45,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.42,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.56,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.45,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,0.46,74.57238,210.55638,9.7532100
GJ 436 b,Radial Velocity,2004,2004-12,W. M. Keck Observatory,,74.57238,210.55638,9.7532100
